I_bias_A,L_ac_H,I_ac_wdg_A
1.8344067796610173,1.2934971286854558e-05,0.4
1.885084745762712,1.269478408315617e-05,0.4
1.935762711864407,1.2472476488599208e-05,0.4
1.986440677966102,1.2265730766703333e-05,0.4
2.037118644067797,1.207263213949411e-05,0.4
2.0877966101694914,1.1891727910777019e-05,0.4
2.1384745762711863,1.1721749652339908e-05,0.4
2.1891525423728813,1.1561564969582653e-05,0.4
2.239830508474576,1.1410061769788824e-05,0.4
2.290508474576271,1.1265567238456987e-05,0.4
2.341186440677966,1.112651274455349e-05,0.4
2.391864406779661,1.0991973832130407e-05,0.4
2.442542372881356,1.0861310956321972e-05,0.4
2.493220338983051,1.073417755758143e-05,0.4
2.543898305084746,1.061045871336914e-05,0.4
2.594576271186441,1.0489921989345241e-05,0.4
2.645254237288136,1.0372559424989883e-05,0.4
2.6959322033898308,1.0258229071381144e-05,0.4
2.7466101694915257,1.014701897311325e-05,0.4
2.7972881355932206,1.0038758986259403e-05,0.4
2.847966101694915,9.933450418012759e-06,0.4
2.89864406779661,9.830973869989821e-06,0.4
2.949322033898305,9.731425734088134e-06,0.4
3.0,9.634612825315965e-06,0.4
0.01,7.559205058124911e-05,0.6
0.06067796610169492,7.494873810266407e-05,0.6
0.11135593220338984,7.287132782037385e-05,0.6
0.16203389830508477,6.871754963457907e-05,0.6
0.2127118644067797,6.435961442730782e-05,0.6
0.26338983050847464,5.9010061724990874e-05,0.6
0.31406779661016954,5.341883582297145e-05,0.6
0.36474576271186443,4.859797769105698e-05,0.6
0.4154237288135594,4.456573233009935e-05,0.6
0.4661016949152543,4.121292224625972e-05,0.6
0.5167796610169493,3.823394364312222e-05,0.6
0.5674576271186441,3.538494618318615e-05,0.6
0.6181355932203391,3.266190843128957e-05,0.6
0.668813559322034,3.0252248089550765e-05,0.6
0.7194915254237289,2.828170262599785e-05,0.6
0.7701694915254238,2.6760498073018235e-05,0.6
0.8208474576271187,2.5610693333653518e-05,0.6
0.8715254237288137,2.47237410562184e-05,0.6
0.9222033898305086,2.3971894265767802e-05,0.6
0.9728813559322035,2.32431087607552e-05,0.6
1.0235593220338985,2.2459039427578616e-05,0.6
1.0742372881355933,2.1603463377756484e-05,0.6
